O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Instrumentation and Control Technician (I and C Technician),N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Relay Technician,Y
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Substation Electrician,Y
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Substation Mechanic,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Substation Technician,Y
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Substation Wireman,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Wireman,Y
49-2098.00,Security and Fire Alarm Systems Installers,Alarm Technician,Y
49-2098.00,Security and Fire Alarm Systems Installers,Fire Alarm Technician,Y
49-2098.00,Security and Fire Alarm Systems Installers,Home Security Alarm Installer,N
49-2098.00,Security and Fire Alarm Systems Installers,Install Technician,N
49-2098.00,Security and Fire Alarm Systems Installers,Installation Technician,Y
49-2098.00,Security and Fire Alarm Systems Installers,Installer,N
49-2098.00,Security and Fire Alarm Systems Installers,Security Installation Technician,N
49-2098.00,Security and Fire Alarm Systems Installers,Security Installer,N
49-2098.00,Security and Fire Alarm Systems Installers,Security Technician,N
49-2098.00,Security and Fire Alarm Systems Installers,Service Technician,Y
49-3093.00,Tire Repairers and Changers,Alignment Technician,N
49-3093.00,Tire Repairers and Changers,Lube Technician,N
49-3093.00,Tire Repairers and Changers,Service Technician,Y
49-3093.00,Tire Repairers and Changers,Tire Buster,N
49-3093.00,Tire Repairers and Changers,Tire Changer,Y
49-3093.00,Tire Repairers and Changers,Tire Installer,N
49-3093.00,Tire Repairers and Changers,Tire Repairer,N
49-3093.00,Tire Repairers and Changers,Tire Shop Mechanic,Y
49-3093.00,Tire Repairers and Changers,Tire Technician,Y
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Control Valve Mechanic,N
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Control Valve Technician,N
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Electric Meter Technician,N
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Instrument and Electrical Technician (I and E Technician),Y
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Instrument Technician,N
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Measurement Technician,Y
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Meter Technician,Y
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Service Technician,N
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Valve Technician,Y
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Water Plant Maintenance Mechanic,N
49-9041.00,Industrial Machinery Mechanics,Industrial Machinery Mechanic,Y
49-9041.00,Industrial Machinery Mechanics,Industrial Mechanic,N
49-9041.00,Industrial Machinery Mechanics,Loom Fixer,N
49-9041.00,Industrial Machinery Mechanics,Loom Technician,N
49-9041.00,Industrial Machinery Mechanics,Machine Adjuster,N
49-9041.00,Industrial Machinery Mechanics,Machine Mechanic,N
49-9041.00,Industrial Machinery Mechanics,Maintenance Technician,Y
49-9041.00,Industrial Machinery Mechanics,Mechanic,Y
49-9041.00,Industrial Machinery Mechanics,Overhauler,Y
49-9041.00,Industrial Machinery Mechanics,Sewing Machine Mechanic,N
49-9081.00,Wind Turbine Service Technicians,Field Service Technician,Y
49-9081.00,Wind Turbine Service Technicians,Renewable Energy Technician,N
49-9081.00,Wind Turbine Service Technicians,Service Technician,N
49-9081.00,Wind Turbine Service Technicians,Troubleshooting Technician,N
49-9081.00,Wind Turbine Service Technicians,Wind Farm Support Specialist,Y
49-9081.00,Wind Turbine Service Technicians,Wind Technician,Y
49-9081.00,Wind Turbine Service Technicians,Wind Turbine Operator,N
49-9081.00,Wind Turbine Service Technicians,Wind Turbine Service Technician,N
49-9081.00,Wind Turbine Service Technicians,Wind Turbine Technician,Y
49-9081.00,Wind Turbine Service Technicians,Wind Turbine Troubleshooting Technician,N
51-1011.00,First-Line Supervisors of Production and Operating Workers,Assembly Supervisor,Y
51-1011.00,First-Line Supervisors of Production and Operating Workers,Line Supervisor,N
51-1011.00,First-Line Supervisors of Production and Operating Workers,Manufacturing Supervisor,Y
51-1011.00,First-Line Supervisors of Production and Operating Workers,Molding Supervisor,N
51-1011.00,First-Line Supervisors of Production and Operating Workers,Plant Supervisor,N
51-1011.00,First-Line Supervisors of Production and Operating Workers,Production Manager,Y
51-1011.00,First-Line Supervisors of Production and Operating Workers,Production Supervisor,Y
51-1011.00,First-Line Supervisors of Production and Operating Workers,Quality Assurance Supervisor (QA Supervisor),N
51-5111.00,Prepress Technicians and Workers,Desktop Operator,N
51-5111.00,Prepress Technicians and Workers,Electronic Prepress Operator (EPP Operator),Y
51-5111.00,Prepress Technicians and Workers,Electronic Prepress Technician (EPP Tech),N
51-5111.00,Prepress Technicians and Workers,Plate Maker,Y
51-5111.00,Prepress Technicians and Workers,Plate Mounter,N
51-5111.00,Prepress Technicians and Workers,Pre-Press Proofer,N
51-5111.00,Prepress Technicians and Workers,Prepress Operator,Y
51-5111.00,Prepress Technicians and Workers,Prepress Specialist,N
51-5111.00,Prepress Technicians and Workers,Prepress Stripper,N
51-5111.00,Prepress Technicians and Workers,Prepress Technician,Y
51-6092.00,Fabric and Apparel Patternmakers,Cutter,N
51-6092.00,Fabric and Apparel Patternmakers,Designer,Y
51-6092.00,Fabric and Apparel Patternmakers,Fabric Cutter,N
51-6092.00,Fabric and Apparel Patternmakers,Pattern Designer,Y
51-6092.00,Fabric and Apparel Patternmakers,Pattern Maker,Y
51-6092.00,Fabric and Apparel Patternmakers,Pattern Technician,N
51-6092.00,Fabric and Apparel Patternmakers,Production Pattern Maker,Y
51-6092.00,Fabric and Apparel Patternmakers,Sewing Pattern Layout Technician,N
51-6092.00,Fabric and Apparel Patternmakers,Technical Designer,N
51-8013.00,Power Plant Operators,Auxiliary Operator,Y
51-8013.00,Power Plant Operators,Control Operator,N
51-8013.00,Power Plant Operators,Control Room Operator,Y
51-8013.00,Power Plant Operators,Multicraft Operator (MCO),N
51-8013.00,Power Plant Operators,Operations and Maintenance Technician (O and M Tech),Y
51-8013.00,Power Plant Operators,Plant Control Operator,N
51-8013.00,Power Plant Operators,Plant Operator,N
51-8013.00,Power Plant Operators,Power Plant Operator,Y
51-8013.00,Power Plant Operators,Station Operator,N
51-8013.00,Power Plant Operators,Unit Operator,N
51-8021.00,Stationary Engineers and Boiler Operators,Auxiliary Operator,N
51-8021.00,Stationary Engineers and Boiler Operators,Boiler Operator,Y
51-8021.00,Stationary Engineers and Boiler Operators,Boiler Technician (Boiler Tech),N
51-8021.00,Stationary Engineers and Boiler Operators,Operating Engineer,Y
51-8021.00,Stationary Engineers and Boiler Operators,Operator,N
51-8021.00,Stationary Engineers and Boiler Operators,Plant Utilities Engineer,N
51-8021.00,Stationary Engineers and Boiler Operators,Recovery Boiler Operator,N
51-8021.00,Stationary Engineers and Boiler Operators,Stationary Engineer,Y
51-8021.00,Stationary Engineers and Boiler Operators,Stationary Steam Engineer,N
51-8021.00,Stationary Engineers and Boiler Operators,Utilities Operator,Y
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Plant Operator,N
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Process Operator (Process Op),Y
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Relief Operator,N
51-8031.00,Water and Wastewater Treatment Plant and System Operators,SCADA Operator (Supervisory Control and Data Acquisition Operator),N
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Waste Water Treatment Plant Operator (WWTP Operator),N
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Wastewater Operator (WW Operator),Y
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Water Control Dispatcher,N
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Water Plant Operator,Y
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Water Treatment Operator,N
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Water Treatment Plant Operator,Y
51-8091.00,Chemical Plant and System Operators,Chemical Operator,Y
51-8091.00,Chemical Plant and System Operators,Loader Technician,Y
51-8091.00,Chemical Plant and System Operators,Process Control Operator,N
51-8091.00,Chemical Plant and System Operators,Process Development Associate,N
51-8091.00,Chemical Plant and System Operators,Process Operator,Y
51-8091.00,Chemical Plant and System Operators,Process Technician,Y
51-8091.00,Chemical Plant and System Operators,Production Technician,N
51-9011.00,Chemical Equipment Operators and Tenders,Chemical Operator,Y
51-9011.00,Chemical Equipment Operators and Tenders,Chlorination Operator,N
51-9011.00,Chemical Equipment Operators and Tenders,Multiskill Operator,Y
51-9011.00,Chemical Equipment Operators and Tenders,Outside Operator,Y
51-9011.00,Chemical Equipment Operators and Tenders,Process Operator,N
51-9011.00,Chemical Equipment Operators and Tenders,Spray Dry Operator,N
51-9011.00,Chemical Equipment Operators and Tenders,Vessel Operator,Y
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Inspector,Y
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",QA Auditor (Quality Assurance Auditor),N
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",QA Inspector (Quality Assurance Inspector),N
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",QA Technician (Quality Assurance Technician),N
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",QC Technician (Quality Control Technician),N
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Auditor,N
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Control Inspector (QC Inspector),Y
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Inspector,Y
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Technician,Y
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Test Technician,N
51-9141.00,Semiconductor Processing Technicians,Device Processing Engineer,N
51-9141.00,Semiconductor Processing Technicians,Diffusion Operator,Y
51-9141.00,Semiconductor Processing Technicians,Manufacture Specialist,N
51-9141.00,Semiconductor Processing Technicians,Manufacturing Technician,Y
51-9141.00,Semiconductor Processing Technicians,Metalorganic Chemical Vapor Deposition Engineer (MOCVD Engineer),N
51-9141.00,Semiconductor Processing Technicians,Probe Operator,N
51-9141.00,Semiconductor Processing Technicians,Process Technician,Y
51-9141.00,Semiconductor Processing Technicians,Wafer Fabrication Operator,Y
51-9151.00,Photographic Process Workers and Processing Machine Operators,Digital Printer Operator,N
51-9151.00,Photographic Process Workers and Processing Machine Operators,Film Processor,N
51-9151.00,Photographic Process Workers and Processing Machine Operators,Film Technician,N
51-9151.00,Photographic Process Workers and Processing Machine Operators,Lab Technician,N
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photo Lab Specialist,N
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photo Lab Technician (Photographic Laboratory Technician),Y
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photo Printer,Y
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photo Specialist,Y
51-9151.00,Photographic Process Workers and Processing Machine Operators,Photo Technician,Y
51-9162.00,Computer Numerically Controlled Tool Programmers,CAD CAM Programmer (Computer-Aided Design Computer-Aided Manufacturing Programmer),Y
51-9162.00,Computer Numerically Controlled Tool Programmers,Computer Numerical Control Machinist (CNC Machinist),Y
51-9162.00,Computer Numerically Controlled Tool Programmers,Computer Numerical Control Programmer (CNC Programmer),Y
51-9162.00,Computer Numerically Controlled Tool Programmers,Programmer,Y
51-9194.00,Etchers and Engravers,Acid Etch Operator,N
51-9194.00,Etchers and Engravers,Award Machine Operator,N
51-9194.00,Etchers and Engravers,Chemical Engraver,Y
51-9194.00,Etchers and Engravers,Electronic Engraver,N
51-9194.00,Etchers and Engravers,Engraver,Y
51-9194.00,Etchers and Engravers,Etcher,Y
51-9194.00,Etchers and Engravers,Laser Engraver,N
51-9194.00,Etchers and Engravers,Photo Engraver,Y
51-9194.00,Etchers and Engravers,Screen Making Technician,N
51-9194.00,Etchers and Engravers,Wet Process Technician,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Floor Supervisor,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Packaging Supervisor,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Receiving Manager,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Receiving Supervisor,Y
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Shipping Manager,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Shipping Supervisor,Y
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Terminal Operations Manager,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Warehouse Foreman,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Warehouse Manager,Y
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Warehouse Supervisor,Y
53-1042.01,Recycling Coordinators,Heavy Equipment Supervisor,Y
53-1042.01,Recycling Coordinators,Recycle Coordinator,N
53-1042.01,Recycling Coordinators,Recycling Coordinator,N
53-1042.01,Recycling Coordinators,Recycling Manager,N
53-1042.01,Recycling Coordinators,Recycling Program Manager,N
53-1042.01,Recycling Coordinators,Recycling Specialist,N
53-1042.01,Recycling Coordinators,Route Supervisor,Y
53-1042.01,Recycling Coordinators,Solid Waste Division Supervisor,Y
53-1042.01,Recycling Coordinators,Waste Reduction Coordinator,Y
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Cargo Manager,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,DC Supervisor (Distribution Center Supervisor),N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Dock Supervisor,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Driver Manager,Y
